hhld_id,premium,loss_amount,loss_ratio,future_clm_ind
8196,247,0,0,0
9846,428.8,0,0,0
18987,93.6,0,0,0
14402,100,0,0,0
13366,242,0,0,0
9708,133.6,0,0,0
1689,133.6,0,0,0
16997,150.3,0,0,0
7921,150.3,0,0,0
10836,167,0,0,0
14688,120.24,0,0,0
8718,129.6,0,0,0
11035,105,0,0,0
9102,177.84,0,0,0
1548,150.3,0,0,0
10166,167,0,0,0
16355,231.84,0,0,0
9768,93.6,0,0,0
1282,120.24,0,0,0
18017,247,995.8506116,4.031783853,1
10400,247.2,0,0,0
14420,310,0,0,0
10738,247,0,0,0
4145,93.6,0,0,0
13045,247,0,0,0
9314,105,0,0,0
19070,94.5,0,0,0
15319,150.3,0,0,0
2509,177.84,0,0,0
14493,247.2,0,0,0
11007,322,0,0,0
818,150.3,0,0,0
13114,180,0,0,0
16090,133.6,0,0,0
2212,80,0,0,0
4322,150.3,0,0,0
2338,167,0,0,0
10533,120.24,0,0,0
18611,150.3,0,0,0
18933,120.24,0,0,0
5091,100,0,0,0
14082,100,0,0,0
18004,150.3,0,0,0
2934,247,0,0,0
19950,309,1725.063312,5.582729165,1
14011,167,666.5925504,3.991572158,1
7201,167,574.0614048,3.437493442,1
12590,167,0,0,0
13331,222.48,0,0,0
8028,150.3,0,0,0
1503,150.3,0,0,0
19957,120.24,0,0,0
18377,133.6,0,0,0
807,307.2,0,0,0
6381,167,0,0,0
5556,247,0,0,0
7150,133.6,0,0,0
19035,247,0,0,0
11266,167,0,0,0
4985,300.6,0,0,0
12343,100,0,0,0
15338,133.6,0,0,0
15588,105,0,0,0
12194,84.24,0,0,0
10967,185,0,0,0
15927,94.5,0,0,0
515,150.3,0,0,0
8296,282.6,718.7974811,2.543515503,1
8773,84,0,0,0
13986,217.8,0,0,0
108,167,1228.782861,7.357981201,1
3377,100,0,0,0
17720,133.6,0,0,0
18055,167,810.5302439,4.853474514,1
13239,167,0,0,0
18009,384,0,0,0
4933,100,0,0,0
1111,150.3,0,0,0
18972,120.24,0,0,0
19650,100,0,0,0
4656,80,0,0,0
14094,167,0,0,0
6666,108,0,0,0
15059,120,0,0,0
10668,105,0,0,0
2996,177.84,0,0,0
12831,167,0,0,0
12216,120,0,0,0
9781,231.84,0,0,0
282,100,0,0,0
4870,167,0,0,0
17771,446,0,0,0
17780,166.5,0,0,0
101,120,0,0,0
9309,90,0,0,0
10531,75.6,0,0,0
19412,150.3,0,0,0
13064,289.8,0,0,0
15335,105,0,0,0
5143,167,0,0,0
579,278.1,0,0,0
15263,251.2,0,0,0
16687,167,0,0,0
6208,120.24,0,0,0
13964,150.3,0,0,0
12495,84,0,0,0
5267,133.6,0,0,0
2100,120.24,0,0,0
15896,133.6,0,0,0
19765,133.6,0,0,0
17278,120.24,0,0,0
9180,84,0,0,0
9695,167,0,0,0
6081,100,0,0,0
18523,167,0,0,0
9963,167,0,0,0
19074,133.6,0,0,0
8847,105,0,0,0
16852,197.6,0,0,0
15085,133.6,0,0,0
2392,84,0,0,0
18369,150.3,0,0,0
12502,150.3,0,0,0
15579,165.6,0,0,0
17691,247,0,0,0
3587,222.48,0,0,0
3447,133.6,0,0,0
13204,167,0,0,0
12765,120.24,0,0,0
9749,72,0,0,0
5730,72,0,0,0
11222,150.3,0,0,0
17360,282.6,0,0,0
18043,120.24,0,0,0
16347,133.6,0,0,0
18066,231.84,0,0,0
9445,167,0,0,0
14116,222.48,0,0,0
2127,222.48,0,0,0
17182,129.6,0,0,0
10397,75.6,0,0,0
14979,150.3,0,0,0
9824,133.6,0,0,0
3959,155,0,0,0
11487,167,0,0,0
11904,222.3,0,0,0
16845,167,0,0,0
3210,167,0,0,0
4135,167,0,0,0
7714,167,0,0,0
9292,167,0,0,0
8278,150.3,0,0,0
17670,162,0,0,0
849,247,0,0,0
9807,72,0,0,0
17334,133.6,0,0,0
1200,251.2,0,0,0
1753,150.3,0,0,0
16132,90,0,0,0
13398,167,0,0,0
3866,289.8,981.2329321,3.385896936,1
4434,167,0,0,0
5173,233.1,0,0,0
12695,94.5,0,0,0
11230,105,0,0,0
2585,167,0,0,0
16615,322,0,0,0
17034,167,0,0,0
18912,133.6,0,0,0
2441,80,0,0,0
12675,150.3,0,0,0
18179,222.3,0,0,0
1970,150.3,0,0,0
14786,133.6,0,0,0
7701,167,0,0,0
10383,150.3,0,0,0
5216,133.6,0,0,0
11054,248.4,0,0,0
7464,150.3,0,0,0
66,80,0,0,0
11107,94.5,1375.921769,14.56001872,1
6154,105,0,0,0
10368,105,0,0,0
12392,150.3,0,0,0
13596,144,0,0,0
13604,356.8,0,0,0
16392,167,0,0,0
7997,222.3,0,0,0
14213,167,0,0,0
10068,150.3,0,0,0
149,257.6,0,0,0
12365,150.3,0,0,0
6695,144,0,0,0
9735,105,0,0,0
9841,247,0,0,0
16865,167,0,0,0
4326,100,645.2494654,6.452494654,1
1965,144,0,0,0
5687,120.24,0,0,0
7648,150.3,0,0,0
10442,150.3,0,0,0
14685,260,0,0,0
16303,222.3,0,0,0
4431,84,0,0,0
11458,120.24,0,0,0
3401,120.24,0,0,0
9740,120.24,0,0,0
1852,222.3,0,0,0
13142,162,0,0,0
14182,167,0,0,0
6488,80,0,0,0
17715,72,0,0,0
8492,120.24,0,0,0
16295,309,0,0,0
491,282.6,0,0,0
19115,133.6,0,0,0
4584,167,0,0,0
948,150.3,0,0,0
9214,167,0,0,0
14663,167,0,0,0
1372,309,0,0,0
5996,226.08,0,0,0
12513,174.24,0,0,0
10017,278.1,0,0,0
15118,105,0,0,0
10394,72,0,0,0
4821,120.24,0,0,0
2329,167,0,0,0
19700,282.6,0,0,0
19390,90,0,0,0
17838,401.4,0,0,0
4823,120.24,0,0,0
13016,247,0,0,0
8643,150.3,0,0,0
12268,90,0,0,0
17324,133.6,0,0,0
18994,150.3,0,0,0
6367,144,0,0,0
13917,167,1495.194026,8.953257638,1
17960,100,0,0,0
3067,150.3,0,0,0
7017,100,0,0,0
15286,94.5,1036.96999,10.9732274,1
9136,90,0,0,0
17312,226.08,0,0,0
11386,150.3,0,0,0
9491,167,0,0,0
12073,150.3,0,0,0
13776,150.3,0,0,0
11443,167,0,0,0
16407,133.6,0,0,0
7519,150.3,0,0,0
17793,167,0,0,0
7468,100,0,0,0
12408,120.24,0,0,0
11893,167,0,0,0
15736,111.6,0,0,0
3520,120.24,0,0,0
17920,446,0,0,0
16502,120.24,0,0,0
4589,167,0,0,0
9467,167,0,0,0
921,167,0,0,0
14516,150.3,0,0,0
4866,167,0,0,0
12233,72,0,0,0
5444,167,0,0,0
10931,133.6,0,0,0
8823,150.3,0,0,0
7580,133.6,0,0,0
5932,75.6,0,0,0
11349,197,0,0,0
18082,177.84,0,0,0
9271,167,1654.224068,9.905533342,1
2868,167,0,0,0
2941,177.84,0,0,0
14303,177.84,0,0,0
12133,259,0,0,0
11399,167,0,0,0
1266,105,0,0,0
13800,133.6,0,0,0
6014,314,0,0,0
8667,167,0,0,0
8698,167,0,0,0
14892,100,0,0,0
13113,100,0,0,0
1260,90,0,0,0
88,129.6,0,0,0
8006,222.48,0,0,0
6514,309,0,0,0
6797,167,0,0,0
1341,133.6,0,0,0
8619,100,0,0,0
17719,167,0,0,0
11143,105,0,0,0
4610,167,0,0,0
18013,167,0,0,0
10652,133.6,0,0,0
1132,100,0,0,0
53,120.24,0,0,0
11163,150.3,0,0,0
7747,133.6,0,0,0
6868,100,0,0,0
4408,177.84,0,0,0
6715,167,0,0,0
4295,167,494.7895902,2.962811918,1
14915,100,0,0,0
4066,90,0,0,0
11700,150.3,0,0,0
2047,117,0,0,0
13409,120.24,0,0,0
13820,111.6,0,0,0
9404,150.3,1089.555119,7.24920239,1
15346,167,0,0,0
7456,226.08,0,0,0
12587,167,0,0,0
7133,384,0,0,0
2113,259,0,0,0
14755,90,0,0,0
12862,150.3,0,0,0
11375,80,0,0,0
12635,133.6,0,0,0
13811,150.3,0,0,0
2816,80,0,0,0
8993,150.3,0,0,0
17946,150.3,0,0,0
5319,167,0,0,0
14766,150.3,0,0,0
16834,278.1,0,0,0
4786,133.6,0,0,0
16004,267.3,0,0,0
4232,100,0,0,0
12990,133.6,0,0,0
18548,150.3,0,0,0
9724,396,0,0,0
18233,307.2,0,0,0
15993,150.3,0,0,0
8439,233.1,0,0,0
15187,150.3,0,0,0
15092,150.3,0,0,0
11440,180,0,0,0
13189,105,0,0,0
11087,167,0,0,0
3812,133.6,0,0,0
2644,120.24,0,0,0
15661,133.6,0,0,0
5413,133.6,0,0,0
11171,247,0,0,0
7068,150.3,0,0,0
15321,94.5,0,0,0
17922,167,0,0,0
17807,309,554.3796945,1.794109044,1
3075,167,0,0,0
872,222.48,0,0,0
11795,105,0,0,0
12439,167,0,0,0
19481,90,0,0,0
18041,94.5,0,0,0
11291,247.2,0,0,0
10297,75.6,0,0,0
18178,180,0,0,0
2983,247,0,0,0
13938,184,0,0,0
9591,94.5,0,0,0
9736,133.6,0,0,0
5959,90,0,0,0
18375,100,0,0,0
7871,100,0,0,0
4993,133.6,0,0,0
7736,322,0,0,0
19018,120.24,0,0,0
1671,133.6,0,0,0
1637,260,1069.106056,4.11194637,1
9514,322,0,0,0
2416,120.24,0,0,0
14693,105,0,0,0
10947,167,0,0,0
6821,167,0,0,0
19180,278.1,0,0,0
6299,150.3,0,0,0
9174,150.3,0,0,0
14321,167,0,0,0
11998,133.6,0,0,0
7482,133.6,0,0,0
13386,309,0,0,0
10304,289.8,0,0,0
13266,120.24,0,0,0
13701,120.24,0,0,0
5966,167,0,0,0
1144,222.48,0,0,0
17639,150.3,0,0,0
17408,133.6,0,0,0
3636,200.4,1254.751547,6.261235264,1
1668,314,0,0,0
8882,167,0,0,0
168,105,0,0,0
10646,150.3,0,0,0
10307,282.6,1213.183839,4.292936445,1
17799,177.84,0,0,0
16731,167,0,0,0
12229,231.84,0,0,0
19626,94.5,0,0,0
10740,177.84,0,0,0
15600,100,0,0,0
1634,133.6,0,0,0
3962,105,0,0,0
19236,167,549.3924513,3.289775158,1
5607,193.6,0,0,0
14723,133.6,0,0,0
10437,167,0,0,0
8384,150.3,0,0,0
725,84,0,0,0
16824,247,0,0,0
14856,124,0,0,0
15203,100,0,0,0
10089,167,0,0,0
8577,162,0,0,0
4362,90,0,0,0
14902,113.4,0,0,0
1201,167,0,0,0
2861,150.3,0,0,0
7507,167,0,0,0
16473,120.24,0,0,0
9606,272,0,0,0
11265,100,0,0,0
12980,167,0,0,0
4873,75.6,0,0,0
15070,150.3,0,0,0
1626,120.24,0,0,0
13767,314,0,0,0
11702,345.6,0,0,0
3104,167,0,0,0
9566,120.24,0,0,0
9821,72,0,0,0
13336,133.6,0,0,0
254,167,0,0,0
16831,150.3,0,0,0
6141,197.6,0,0,0
7154,247,0,0,0
2052,100,0,0,0
4876,93.6,0,0,0
10558,124,0,0,0
7477,80,0,0,0
8164,167,0,0,0
13624,80,0,0,0
10946,222.3,0,0,0
79,150.3,0,0,0
9221,167,0,0,0
224,150.3,0,0,0
5790,150.3,0,0,0
17657,111.6,0,0,0
14165,193.6,0,0,0
7516,247,0,0,0
19528,167,0,0,0
2965,117,0,0,0
3540,72,0,0,0
13121,133.6,0,0,0
1561,197.6,0,0,0
10768,167,0,0,0
13326,162,0,0,0
12868,133.6,0,0,0
18948,150.3,0,0,0
16362,150.3,0,0,0
12795,247,0,0,0
5701,84,0,0,0
16348,226.08,0,0,0
11456,117,0,0,0
535,94.5,0,0,0
15566,222.3,0,0,0
10586,120.24,0,0,0
4083,167,0,0,0
15313,384,0,0,0
11569,105,0,0,0
9893,251.2,0,0,0
9461,94.5,0,0,0
14019,167,0,0,0
3978,133.6,0,0,0
18837,267.3,0,0,0
6423,167,0,0,0
14417,167,0,0,0
4298,247,0,0,0
19979,247,0,0,0
18505,177.84,0,0,0
9860,167,0,0,0
11488,297,0,0,0
5312,222.3,0,0,0
5584,167,0,0,0
7882,105,0,0,0
12122,100,0,0,0
12727,133.6,0,0,0
17686,309,0,0,0
1748,217.8,0,0,0
2112,247,0,0,0
14429,139.5,0,0,0
11079,167,0,0,0
720,133.6,0,0,0
11854,322,0,0,0
14376,120.24,0,0,0
16703,167,0,0,0
2732,222.3,0,0,0
8754,117,0,0,0
16962,133.6,0,0,0
8574,167,0,0,0
13109,105.3,485.6042894,4.61162668,1
13589,282.6,1837.920607,6.503611491,1
5375,100,0,0,0
17769,251.2,0,0,0
9496,150.3,0,0,0
12275,167,0,0,0
17880,133.6,0,0,0
8699,222.3,0,0,0
10579,197.6,0,0,0
15308,167,0,0,0
8551,90,0,0,0
3050,120.24,0,0,0
5988,94.5,925.8550965,9.797408428,1
11387,167,0,0,0
13343,100,0,0,0
10375,167,0,0,0
6342,282.6,0,0,0
16728,167,0,0,0
4578,150.3,0,0,0
13745,133.6,0,0,0
2524,167,0,0,0
10318,100,525.7041755,5.257041755,1
11481,133.6,0,0,0
9737,120.24,0,0,0
19152,133.6,0,0,0
2631,150.3,0,0,0
19129,486.9,0,0,0
12193,133.6,0,0,0
11097,167,0,0,0
15740,197.6,0,0,0
12938,197,0,0,0
7525,133.6,0,0,0
12850,90,0,0,0
1105,150.3,0,0,0
2294,133.6,0,0,0
11259,325.6,0,0,0
13176,120.24,0,0,0
9352,167,0,0,0
7868,150.3,716.3465172,4.766111226,1
884,197.6,0,0,0
10820,150.3,990.8456224,6.592452577,1
2724,150.3,0,0,0
17252,167,0,0,0
10390,222.48,0,0,0
11963,100,0,0,0
13094,180,928.7353216,5.159640675,1
15071,167,0,0,0
8940,177.84,0,0,0
6135,80,0,0,0
11703,105,0,0,0
1897,120.24,0,0,0
10763,90,1415.650677,15.72945197,1
4535,150.3,0,0,0
16747,167,0,0,0
1504,242,0,0,0
17506,94.5,0,0,0
11722,231.84,0,0,0
9792,94.5,0,0,0
15555,120.24,0,0,0
3993,185,0,0,0
3584,197,0,0,0
10613,222.3,0,0,0
2026,322,0,0,0
7094,150.3,0,0,0
8244,133.6,0,0,0
13583,133.6,0,0,0
2306,309,0,0,0
926,120.24,0,0,0
12847,167,0,0,0
6100,150.3,0,0,0
12023,244.8,0,0,0
835,150.3,0,0,0
18884,314,0,0,0
15164,247,0,0,0
4121,289.8,0,0,0
13363,100,0,0,0
5659,120.24,0,0,0
8959,100,780.0190548,7.800190548,1
6653,120.24,0,0,0
19002,133.6,0,0,0
702,94.5,0,0,0
4902,133.6,0,0,0
12485,197.6,0,0,0
8677,133.6,0,0,0
15212,167,0,0,0
3509,150.3,0,0,0
18092,180,0,0,0
10319,407,0,0,0
1228,150.3,0,0,0
19012,84,0,0,0
5,167,0,0,0
10265,155,0,0,0
7936,72,0,0,0
18604,167,0,0,0
2073,289.8,0,0,0
534,120.24,0,0,0
17192,133.6,0,0,0
15441,100,0,0,0
11545,257.6,0,0,0
2192,222.3,0,0,0
667,80,0,0,0
13926,384,0,0,0
6684,144,0,0,0
8454,133.6,0,0,0
5111,177.84,0,0,0
5455,155,0,0,0
10857,150.3,0,0,0
15525,144,0,0,0
4424,124,0,0,0
17505,314,0,0,0
4806,133.6,0,0,0
11844,167,0,0,0
15009,276.48,0,0,0
6243,150.3,0,0,0
14080,208,0,0,0
15084,167,0,0,0
567,278.1,0,0,0
9705,309,0,0,0
17484,120.24,0,0,0
13093,345.6,0,0,0
18165,167,0,0,0
16122,120.24,0,0,0
6891,150.3,970.656091,6.458124358,1
13036,167,0,0,0
573,117,0,0,0
11280,150.3,0,0,0
990,100,0,0,0
1170,80,0,0,0
12967,257.6,0,0,0
15910,90,0,0,0
4490,222.3,0,0,0
10582,150.3,0,0,0
16683,150.3,0,0,0
18865,133.6,0,0,0
3802,247,0,0,0
1016,167,0,0,0
6987,133.6,0,0,0
5712,105,0,0,0
18743,167,0,0,0
1239,108,0,0,0
4591,133.6,0,0,0
4867,150.3,0,0,0
5435,100,0,0,0
13369,309,0,0,0
4778,150.3,0,0,0
13996,84,0,0,0
7144,120.24,0,0,0
4022,120.24,0,0,0
18051,309,0,0,0
16657,446,0,0,0
15296,133.6,0,0,0
9917,226.08,0,0,0
4551,94.5,0,0,0
17626,90,0,0,0
10761,150.3,0,0,0
18249,167,0,0,0
18125,314,0,0,0
1293,247,0,0,0
7455,177.84,0,0,0
8345,100,0,0,0
17963,307.2,0,0,0
19527,222.3,0,0,0
6747,150.3,0,0,0
6907,167,0,0,0
19897,167,0,0,0
8361,167,0,0,0
12845,75.6,0,0,0
14084,133.6,0,0,0
3264,222.3,0,0,0
6175,197.6,0,0,0
13438,90,0,0,0
12382,124,0,0,0
2538,167,0,0,0
14821,314,0,0,0
2116,222.3,0,0,0
18546,150.3,0,0,0
12927,390.6,1495.1414,3.827806964,1
7176,167,0,0,0
7973,222.3,0,0,0
3331,90,0,0,0
13370,247,0,0,0
6079,247,0,0,0
6125,133.6,0,0,0
13364,100,0,0,0
8450,90,0,0,0
14120,133.6,0,0,0
13524,197.6,0,0,0
785,84,0,0,0
16017,133.6,0,0,0
2876,247.2,0,0,0
16892,133.6,0,0,0
801,251.2,0,0,0
6509,75.6,0,0,0
2795,222.3,0,0,0
2326,150.3,0,0,0
11297,167,0,0,0
4693,247,0,0,0
19300,257.6,0,0,0
7508,167,0,0,0
8178,251.2,0,0,0
2060,105,0,0,0
4944,247,0,0,0
2501,167,0,0,0
7596,222.3,0,0,0
7544,356.8,0,0,0
19229,222.3,0,0,0
18396,133.6,0,0,0
1992,133.6,0,0,0
8100,237.6,0,0,0
6941,80,0,0,0
10192,120.24,0,0,0
13982,167,0,0,0
6213,94.5,0,0,0
15508,94.5,0,0,0
16846,278.1,0,0,0
12432,167,0,0,0
690,345.6,0,0,0
5482,309,0,0,0
13956,138.24,0,0,0
13202,167,0,0,0
15547,167,0,0,0
15890,80,0,0,0
8971,133.2,0,0,0
6804,133.6,0,0,0
11427,167,0,0,0
147,309,0,0,0
2806,167,0,0,0
8641,167,0,0,0
6884,133.6,0,0,0
19469,167,0,0,0
9483,314,0,0,0
2308,167,0,0,0
1225,80,0,0,0
7806,72,0,0,0
9158,80,0,0,0
1726,90,0,0,0
7393,177.84,0,0,0
15406,75.6,0,0,0
5078,90,0,0,0
776,100,0,0,0
16692,222.3,0,0,0
7687,247,0,0,0
10773,247,0,0,0
12424,282.6,0,0,0
19202,167,0,0,0
4998,133.6,0,0,0
5710,167,0,0,0
11686,94.5,0,0,0
19808,133.6,0,0,0
4768,105,0,0,0
748,167,0,0,0
7534,222.3,0,0,0
4865,247.2,0,0,0
15853,167,0,0,0
15687,167,0,0,0
15492,150.3,0,0,0
8485,314,0,0,0
14912,133.6,0,0,0
10886,93.6,0,0,0
8085,150.3,0,0,0
8389,222.3,0,0,0
8328,150.3,0,0,0
19925,345.6,0,0,0
10413,167,0,0,0
8027,100,0,0,0
5624,267.2,0,0,0
775,167,0,0,0
13881,314,0,0,0
2411,84,0,0,0
9633,321.12,0,0,0
7388,197.6,0,0,0
17697,150.3,540.2156542,3.594249196,1
13054,278.1,0,0,0
5836,341.28,0,0,0
12928,72,0,0,0
10526,133.6,0,0,0
3430,120.24,0,0,0
3828,105,0,0,0
5631,120.24,0,0,0
14870,150.3,0,0,0
18600,222.3,0,0,0
16822,167,0,0,0
4521,150.3,0,0,0
7187,222.3,0,0,0
11673,150.3,0,0,0
6878,72,0,0,0
5448,278.1,0,0,0
3330,84,0,0,0
14373,150.3,0,0,0
8379,167,0,0,0
13021,167,0,0,0
1029,222.3,1179.659714,5.306611399,1
18320,314,0,0,0
973,150.3,0,0,0
8631,150.3,0,0,0
10386,150.3,0,0,0
6800,167,0,0,0
17237,177.84,0,0,0
7253,80,0,0,0
4014,90,0,0,0
8741,150.3,0,0,0
8013,167,0,0,0
11006,282.6,0,0,0
15809,80,0,0,0
3415,150.3,0,0,0
3817,105,0,0,0
14652,278.1,0,0,0
2991,150.3,0,0,0
10766,90,574.7509845,6.38612205,1
8635,167,0,0,0
8110,120.24,0,0,0
9578,222.3,0,0,0
16009,259,939.2518208,3.626454907,1
5174,133.6,0,0,0
15992,150.3,0,0,0
3566,100,0,0,0
2446,167,0,0,0
11184,150.3,0,0,0
13952,150.3,0,0,0
6663,407,0,0,0
3465,167,0,0,0
7526,150.3,0,0,0
18616,75.6,0,0,0
6622,167,1740.953233,10.42486966,1
370,185,0,0,0
4797,120.24,0,0,0
16284,167,0,0,0
12624,278.1,0,0,0
11622,222.3,0,0,0
11326,167,0,0,0
15834,133.6,0,0,0
15623,322,0,0,0
14649,167,0,0,0
13027,247,0,0,0
6954,133.6,0,0,0
5235,100,0,0,0
13119,94.5,0,0,0
3664,197.6,0,0,0
17802,133.6,0,0,0
10414,289.8,0,0,0
15181,150.3,0,0,0
4554,133.6,0,0,0
15337,144,0,0,0
17230,120.24,0,0,0
2287,167,0,0,0
2292,72,0,0,0
5813,150.3,0,0,0
16920,167,0,0,0
10771,72,0,0,0
11881,247,0,0,0
4855,150.3,0,0,0
18920,247,0,0,0
6346,75.6,0,0,0
18659,117,0,0,0
6449,133.6,0,0,0
7454,476.1,0,0,0
12145,167,0,0,0
19655,100,0,0,0
10074,322,0,0,0
10805,100,0,0,0
18597,167,0,0,0
6331,460.8,0,0,0
19084,150.3,0,0,0
4491,120.24,0,0,0
18155,167,0,0,0
17276,117,0,0,0
14646,157.6,0,0,0
12308,150.3,0,0,0
6862,309,1407.247187,4.554198015,1
4282,133.6,0,0,0
2654,133.6,0,0,0
816,100,0,0,0
11710,100,0,0,0
11919,150.3,0,0,0
12859,117,0,0,0
6614,180,0,0,0
3676,100,1418.923252,14.18923252,1
5139,167,0,0,0
18749,167,0,0,0
12835,72,0,0,0
14240,150.3,0,0,0
4127,84.24,0,0,0
12771,150.3,0,0,0
15643,167,0,0,0
18625,278.1,0,0,0
3921,167,0,0,0
9051,150.3,0,0,0
13126,167,0,0,0
12058,150.3,0,0,0
1766,133.6,0,0,0
9596,167,0,0,0
18879,144,0,0,0
9552,167,0,0,0
2695,222.48,0,0,0
1181,180.36,0,0,0
1585,309,0,0,0
13459,177.84,0,0,0
5994,133.6,0,0,0
13234,150.3,1164.767242,7.749615715,1
19174,162,1908.334118,11.77984023,1
16726,150.3,0,0,0
4598,150.3,0,0,0
18538,105,0,0,0
11413,133.6,0,0,0
8071,150.3,0,0,0
1588,167,0,0,0
18336,133.6,0,0,0
1149,167,0,0,0
17422,129.6,0,0,0
11022,167,0,0,0
3463,314,0,0,0
8421,133.6,0,0,0
10037,309,0,0,0
18891,72,0,0,0
13581,167,0,0,0
16399,80,0,0,0
19240,84,0,0,0
16849,167,0,0,0
17996,384,0,0,0
3782,208,0,0,0
14455,150.3,0,0,0
3570,120.24,0,0,0
598,150.3,984.3115555,6.548979079,1
5822,167,0,0,0
14111,120.24,0,0,0
18895,247.2,0,0,0
16585,217.6,0,0,0
11393,105.3,0,0,0
19841,167,0,0,0
2954,120.24,0,0,0
10290,133.6,0,0,0
3546,133.6,0,0,0
19902,120.24,0,0,0
10952,90,0,0,0
13894,133.6,0,0,0
9887,150.3,0,0,0
5859,120.24,0,0,0
11244,150.3,0,0,0
18999,247,0,0,0
1094,133.6,0,0,0
19750,247,0,0,0
13066,247,0,0,0
13156,150.3,0,0,0
5898,207,0,0,0
15019,100,0,0,0
11486,167,0,0,0
17850,120.24,0,0,0
13809,247,0,0,0
11253,197.6,0,0,0
4671,133.6,0,0,0
350,120.24,0,0,0
2017,120.24,0,0,0
5229,150.3,0,0,0
6123,90,0,0,0
9026,257.6,0,0,0
5410,247,0,0,0
16932,167,0,0,0
19068,150.3,0,0,0
8607,120.24,0,0,0
10875,167,0,0,0
8446,167,2260.329023,13.53490433,1
4338,150.3,0,0,0
10561,150.3,0,0,0
11005,90,0,0,0
18120,177.84,0,0,0
14711,167,0,0,0
17227,167,0,0,0
16325,231.84,0,0,0
3305,100,0,0,0
873,120.24,0,0,0
5774,80,0,0,0
13928,133.6,0,0,0
6978,72,0,0,0
14944,177.84,0,0,0
6468,133.6,0,0,0
18776,111.6,0,0,0
3643,446,0,0,0
19674,120.24,0,0,0
547,150.3,0,0,0
3228,474,0,0,0
4766,407,0,0,0
8483,120.24,0,0,0
11278,180,0,0,0
5426,375.2,0,0,0
15867,150.3,0,0,0
497,105,0,0,0
18167,150.3,0,0,0
13008,197.6,0,0,0
19052,167,0,0,0
4148,94.5,0,0,0
4976,247,0,0,0
17350,150.3,0,0,0
17591,90,0,0,0
5182,177.84,0,0,0
17044,150.3,0,0,0
633,177.84,0,0,0
17615,133.6,0,0,0
7537,222.3,0,0,0
16477,133.6,0,0,0
2622,100,0,0,0
9791,309,0,0,0
2739,222.3,0,0,0
3861,180.36,1085.796251,6.020161073,1
1770,222.3,0,0,0
8428,105,0,0,0
14146,150.3,0,0,0
7026,167,0,0,0
13569,167,750.0511352,4.491324163,1
18169,177.84,0,0,0
12378,105,344.4644562,3.280613869,1
4007,186.48,0,0,0
4875,167,0,0,0
5348,84,0,0,0
17444,150.3,0,0,0
18471,167,0,0,0
4262,167,0,0,0
8668,120.24,0,0,0
7749,120.24,0,0,0
394,120.24,0,0,0
2593,197.6,0,0,0
2735,133.6,0,0,0
9120,84,0,0,0
467,72,0,0,0
13312,150.3,0,0,0
1108,167,0,0,0
9378,105,0,0,0
8824,90,0,0,0
13217,120.24,0,0,0
15353,150.3,0,0,0
137,251.2,0,0,0
12152,247,2137.399844,8.653440662,1
6400,167,0,0,0
12401,167,0,0,0
6015,100,0,0,0
8883,167,0,0,0
10821,167,0,0,0
14162,167,0,0,0
12703,247.2,0,0,0
6296,75.6,0,0,0
449,167,0,0,0
1773,197.6,0,0,0
13685,120.24,0,0,0
