hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score
264,1,1,31.14702403,31.14702403,31.14702403,31.14702403,181.7642883,181.7642883,181.7642883,181.7642883,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,1.00E+05,1,1,NA,0,0,0,1,1,1,25,25,756.8688476
368,1,1,72.57956401,72.57956401,72.57956401,72.57956401,678.9547681,678.9547681,678.9547681,678.9547681,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,1,1,1,50,50,575.3205023
16609,2,1,32.25182622,51.06767896,51.06767896,41.65975259,195.0219146,420.8121475,420.8121475,307.917031,0,1,1,1,1,TRUE,1,0,0,0,3,1.5,0,MISSING,NA,0,NA,0,0,NA,0,0,1,1,1,1,50,50,647.0610342
7057,2,2,43.90600662,74.77540707,74.77540707,59.34070685,334.8720795,705.3048849,705.3048849,520.0884822,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,ALLSTATE,4,1,250000,1,1,NA,0,1,1,2,2,1,25,25,491.0846213
3206,2,3,52.33852015,70.27008542,70.27008542,61.30430278,436.0622418,651.241025,651.241025,543.6516334,0,1,1,0,2,FALSE,3,0,0,0,0,0,0,OTHER,5,1,50000,0,1,NA,0,0,0,1,2,0,50,50,609.8776054
17470,1,1,54.68206822,54.68206822,54.68206822,54.68206822,464.1848186,464.1848186,464.1848186,464.1848186,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,ALLSTATE,0,1,250000,0,1,NA,0,0,0,0,0,0,50,50,554.9644408
4825,1,1,40.77219824,40.77219824,40.77219824,40.77219824,297.2663789,297.2663789,297.2663789,297.2663789,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,1,0,0,0,50,50,522.0738692
7178,3,1,17.6904807,52.23327565,52.97976409,40.96784015,20.28576835,434.7993078,443.7571691,299.6140818,1,2,1,2,1,TRUE,1,0,0,0,0,0,0,PROGRESSIVE,0.5,1,25000,1,1,NA,0,1,1,0,0,0,25,25,566.7001474
14027,1,1,16,16,16,16,0,0,0,0,1,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,1,1,1,1,250,250,640.3605479
10995,2,1,35.4668288,42.37145475,42.37145475,38.91914177,233.6019456,316.457457,316.457457,275.0297013,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,ALLSTATE,0.5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,50,50,734.6264339
4160,1,1,16,16,16,16,0,0,0,0,1,1,0,1,0,TRUE,1,0,0,0,1,1,0,LIBERTY MUTUAL,1,1,1.00E+05,1,0,NA,0,1,0,0,0,1,100,100,NA
6956,1,1,16,16,16,16,0,0,0,0,1,1,0,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,250000,0,1,NA,0,0,0,1,1,1,25,25,542.2071362
3705,2,1,20.31528243,70.02705811,70.02705811,45.17117027,13.85332512,612.8227199,648.3246973,331.0890112,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,ALLSTATE,4,1,50000,1,1,NA,0,0,0,1,0,1,25,25,795.6629919
4447,1,1,72.44919685,72.44919685,72.44919685,72.44919685,677.3903622,677.3903622,677.3903622,677.3903622,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,50,50,687.342301
6720,2,3,52.40527095,52.88867264,52.88867264,52.64697179,436.8632514,442.6640717,442.6640717,439.7636615,0,2,0,2,0,TRUE,3,0,0,0,2,1,0,GEICO,2.5,1,25000,0,1,NA,0,2,0,1,1,0,100,100,513.259842
11846,1,2,27.6480858,27.6480858,27.6480858,27.6480858,139.7770297,139.7770297,139.7770297,139.7770297,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,PROGRESSIVE,2.5,1,25000,0,0,NA,0,1,0,2,2,2,50,50,668.7287273
18540,1,1,35.42553498,35.42553498,35.42553498,35.42553498,233.1064197,233.1064197,233.1064197,233.1064197,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,25,25,768.2485946
14884,1,1,54.95926791,54.95926791,54.95926791,54.95926791,467.5112149,467.5112149,467.5112149,467.5112149,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,1,0,1,1,1,250,250,803.2751815
15748,2,2,34.26752184,53.29290319,53.29290319,43.78021251,219.2102621,447.5148382,447.5148382,333.3625502,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,AMERICAN FAMILY,4,1,25000,1,1,NA,0,0,0,1,1,1,50,50,731.8539821
17833,1,2,50.05078432,50.05078432,50.05078432,50.05078432,408.6094119,408.6094119,408.6094119,408.6094119,0,1,0,1,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,2,0,1,1,1,250,250,618.3125445
14935,1,3,47.23521931,47.23521931,47.23521931,47.23521931,374.8226318,374.8226318,374.8226318,374.8226318,0,0,1,0,1,FALSE,3,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,2,2,0,50,50,673.0064001
8560,2,2,16,62.29808214,62.29808214,39.14904107,0,555.5769857,555.5769857,277.7884928,1,2,0,1,1,TRUE,2,0,0,0,0,0,0,GEICO,2,1,50000,0,1,NA,0,1,0,1,1,1,25,25,850
15678,1,1,26.26546952,26.26546952,26.26546952,26.26546952,123.1856342,123.1856342,123.1856342,123.1856342,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,ALLSTATE,1,1,1.00E+05,0,0,NA,0,0,0,1,1,1,100,100,592.1674413
16695,2,1,16,58.50236642,58.50236642,37.25118321,0,510.028397,510.028397,255.0141985,1,1,1,2,0,TRUE,1,0,0,0,2,1,0,ALLSTATE,5,1,1.00E+05,0,1,NA,0,0,0,0,0,0,100,100,729.8486774
5654,2,2,35.37744989,58.95117074,58.95117074,47.16431032,232.5293987,515.4140489,515.4140489,373.9717238,0,1,1,1,1,TRUE,2,0,0,0,1,0.5,0,LIBERTY MUTUAL,4,1,50000,1,1,NA,0,1,1,2,2,2,25,25,850
18338,1,1,38.5154131,38.5154131,38.5154131,38.5154131,270.1849572,270.1849572,270.1849572,270.1849572,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,1,0,1,1,1,25,25,701.5958325
12051,1,2,69.04320894,69.04320894,69.04320894,69.04320894,636.5185072,636.5185072,636.5185072,636.5185072,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,OTHER,4.5,1,1.00E+05,0,1,NA,0,2,1,1,1,1,25,25,683.0511122
6134,2,1,30.8292831,52.58143951,52.58143951,41.70536131,177.9513972,344.9875702,393.8405804,285.8959888,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,1,1,1,1,25,25,622.647213
1509,1,1,25.98787672,25.98787672,25.98787672,25.98787672,119.8545206,119.8545206,119.8545206,119.8545206,0,1,0,1,0,TRUE,0,1,0,0,2,2,0,OTHER,0.5,1,25000,1,0,NA,0,0,1,1,1,1,50,50,722.1822448
9610,2,3,32.83350728,43.76566025,43.76566025,38.29958377,202.0020874,333.187923,333.187923,267.5950052,0,2,0,2,0,TRUE,3,0,0,0,0,0,0,FARMERS,0.5,1,1.00E+05,0,0,NA,1,0,0,1,1,0,25,25,719.3701998
7785,1,1,30.4334325,30.4334325,30.4334325,30.4334325,173.2011899,173.2011899,173.2011899,173.2011899,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,PROGRESSIVE,5,1,250000,0,0,NA,0,0,0,1,1,1,25,25,508.4367827
9027,2,2,20.79456459,41.9389118,41.9389118,31.3667382,57.5347751,311.2669416,311.2669416,184.4008583,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,GEICO,5,1,1.00E+05,1,0,NA,0,1,1,0,0,0,25,25,671.9983837
5692,1,1,67.59684809,67.59684809,67.59684809,67.59684809,619.1621771,619.1621771,619.1621771,619.1621771,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,2,1,50000,0,0,NA,0,0,0,1,1,1,50,50,NA
18765,1,1,47.46775428,47.46775428,47.46775428,47.46775428,377.6130514,377.6130514,377.6130514,377.6130514,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,2,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,826.4241826
6167,2,2,67.58084666,73.93851987,73.93851987,70.75968326,618.9701599,695.2622384,695.2622384,657.1161991,0,0,2,2,0,TRUE,2,0,0,0,2,1,0,MISSING,NA,0,NA,1,0,NA,0,1,0,1,1,1,100,100,673.3595424
1047,3,2,29.45481464,47.67859824,47.67859824,53.29411376,161.4577757,380.1431789,380.1431789,447.5293651,0,2,1,2,1,TRUE,2,0,0,0,0,0,0,OTHER,5,1,25000,0,1,NA,0,0,1,1,1,1,25,25,842.8185374
2633,3,2,23.4527314,71.53187623,71.53187623,59.21866951,89.43277677,666.3825148,666.3825148,518.6240342,0,1,2,2,1,TRUE,1,1,0,0,0,0,0,ALLSTATE,0,1,1.00E+05,0,0,NA,0,1,0,1,1,1,100,100,625.6778027
18773,2,1,16,37.16121685,37.16121685,26.58060842,0,253.9346022,253.9346022,126.9673011,1,2,0,0,2,FALSE,1,0,0,0,0,0,0,FARMERS,5,1,25000,0,1,NA,0,0,1,1,1,1,50,50,745.4139741
2887,2,1,32.15972156,77.9842899,77.9842899,55.07200573,121.0024515,715.9368158,743.8114788,432.4069651,0,2,0,2,0,TRUE,1,0,0.5,1,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,1,1,1,1,50,50,798.0054479
15342,1,1,63.17060874,63.17060874,63.17060874,63.17060874,566.0473049,566.0473049,566.0473049,566.0473049,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,0,0,1,1,1,50,50,737.9314901
1474,1,1,56.28638504,56.28638504,56.28638504,56.28638504,483.4366205,483.4366205,483.4366205,483.4366205,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,1,1,50000,1,1,NA,0,0,0,1,1,1,50,50,NA
16359,4,1,25.26126058,43.67474348,48.45907337,37.67909461,111.135127,332.0969218,389.5088805,260.1491354,0,2,2,2,2,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,1,NA,0,0,0,0,0,1,25,25,389.5268874
13839,2,1,24.85637114,65.05866614,65.05866614,44.95751864,106.2764537,588.7039937,588.7039937,347.4902237,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,OTHER,1,1,250000,1,1,NA,0,1,0,1,1,1,100,100,777.2025199
8944,1,1,60.15582682,60.15582682,60.15582682,60.15582682,529.8699219,529.8699219,529.8699219,529.8699219,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,ALLSTATE,5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,571.246326
15123,1,1,88.51994331,88.51994331,88.51994331,88.51994331,870.2393197,870.2393197,870.2393197,870.2393197,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,LIBERTY MUTUAL,1,1,25000,0,0,NA,0,1,0,1,1,1,25,25,645.862686
15399,2,2,37.68960737,46.59315363,46.59315363,42.1413805,260.2752884,367.1178435,367.1178435,313.696566,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,0,1,2,2,1,50,50,660.3544822
12207,2,2,20.17451579,73.66861614,73.66861614,46.92156597,50.09418954,692.0233937,692.0233937,371.0587916,0,1,1,1,1,TRUE,2,0,0,0,0,0,0,MISSING,NA,0,NA,0,1,NA,0,1,0,1,1,1,25,25,516.816511
10938,1,1,47.636755,47.636755,47.636755,47.636755,379.64106,379.64106,379.64106,379.64106,0,0,1,1,0,TRUE,1,0,0,0,0,0,0,GEICO,5,1,25000,0,0,NA,0,0,1,1,1,1,250,250,NA
12131,1,1,62.4428054,62.4428054,62.4428054,62.4428054,557.3136648,557.3136648,557.3136648,557.3136648,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,OTHER,5,1,25000,1,1,NA,0,0,0,1,0,1,50,50,822.5479896
7696,1,1,34.77993026,34.77993026,34.77993026,34.77993026,225.3591631,225.3591631,225.3591631,225.3591631,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,25000,0,0,NA,0,1,1,1,1,1,25,25,591.3810091
3319,1,1,16,16,16,16,0,0,0,0,1,0,1,0,1,FALSE,1,0,0,0,0,0,0,OTHER,5,1,1.00E+05,0,1,NA,0,0,0,1,1,1,25,25,594.3321863
12616,1,1,57.71258574,57.71258574,57.71258574,57.71258574,500.5510288,500.5510288,500.5510288,500.5510288,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,1,1,1,100,100,592.2872752
9608,1,1,39.49865222,39.49865222,39.49865222,39.49865222,281.9838266,281.9838266,281.9838266,281.9838266,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,1,1,50000,0,1,NA,0,0,0,0,0,1,25,25,699.054224
1330,1,1,23.86532464,23.86532464,23.86532464,23.86532464,94.38389572,94.38389572,94.38389572,94.38389572,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,3,1,250000,0,1,NA,0,0,0,1,1,1,25,25,621.4530609
8297,1,1,65.05662395,65.05662395,65.05662395,65.05662395,588.6794874,588.6794874,588.6794874,588.6794874,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,0,1,0,1,1,1,50,50,625.6170368
606,2,1,35.66293085,73.91760644,73.91760644,54.79026864,235.9551701,456.8737378,662.3188584,449.1370143,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,OTHER,4.5,1,25000,1,1,NA,1,0,1,1,1,1,25,25,770.1191017
6631,2,1,25.88803502,51.2343994,51.2343994,38.56121721,118.6564202,422.8127928,422.8127928,270.7346065,0,0,2,2,0,TRUE,1,0,0,0,0,0,0,OTHER,3,1,50000,1,0,NA,0,0,0,1,1,1,25,25,783.7373851
1857,3,3,16,57.3646569,61.03130424,44.79865371,0,496.3758828,540.3756508,345.5838445,1,1,2,2,1,TRUE,3,0,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,0,0,2,2,0,250,250,579.4327269
8196,2,2,26.27084353,52.78326091,52.78326091,39.52705222,123.2501224,441.3991309,441.3991309,282.3246266,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,OTHER,0.5,1,1.00E+05,0,1,NA,0,1,0,1,1,1,50,50,564.7108075
9846,3,4,16,56.6436212,59.21633562,43.95331894,0,487.7234544,518.5960275,335.4398273,1,0,3,0,3,FALSE,4,0,0,0,0,0,0,OTHER,4,1,25000,0,1,NA,0,1,1,3,3,2,50,50,774.8223262
18987,1,1,72.91509127,72.91509127,72.91509127,72.91509127,682.9810952,682.9810952,682.9810952,682.9810952,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,4,1,1.00E+05,0,0,NA,0,0,0,0,1,1,100,100,703.9402433
14402,1,1,20.98092799,20.98092799,20.98092799,20.98092799,59.77113586,59.77113586,59.77113586,59.77113586,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,OTHER,2.5,1,1.00E+05,0,1,NA,0,1,0,0,0,0,25,25,601.7215547
13366,1,2,50.5460101,50.5460101,50.5460101,50.5460101,414.5521212,414.5521212,414.5521212,414.5521212,0,0,1,0,1,FALSE,2,0,0,0,0,0,0,AMERICAN FAMILY,1.5,1,1.00E+05,0,1,NA,0,1,1,1,1,0,100,100,626.68112
9708,1,1,23.9321598,23.9321598,23.9321598,23.9321598,95.1859176,95.1859176,95.1859176,95.1859176,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,0,1,250000,0,0,NA,0,0,0,1,1,1,50,50,709.9600422
1689,2,1,16.46391027,45.83558828,45.83558828,31.14974927,5.566923181,358.0270594,358.0270594,181.7969913,1,2,0,0,2,FALSE,1,0,0,0,1,0.5,0,PROGRESSIVE,2,1,25000,0,1,NA,0,0,0,1,1,1,250,250,732.6387425
16997,1,1,32.69545712,32.69545712,32.69545712,32.69545712,200.3454854,200.3454854,200.3454854,200.3454854,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,1,1,25000,1,1,NA,0,0,0,1,1,1,50,50,658.5913124
7921,3,1,51.33369324,63.75789866,66.35682941,60.4828071,424.0043189,573.0947839,604.2819529,533.7936852,0,0,3,2,1,TRUE,1,0,0,0,0,0,0,OTHER,5,1,1.00E+05,1,0,NA,0,0,1,1,1,1,25,25,641.2796881
10836,3,1,16,41.75755677,50.34384721,36.03380133,0,309.0906813,412.1261665,240.4056159,1,2,1,2,1,TRUE,1,0,0,0,0,0,0,MISSING,NA,0,NA,0,0,NA,1,0,0,1,1,1,25,25,NA
14688,1,1,63.16413881,63.16413881,63.16413881,63.16413881,565.9696657,565.9696657,565.9696657,565.9696657,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,LIBERTY MUTUAL,0,1,1.00E+05,1,0,NA,0,1,0,1,1,1,100,100,766.5542999
8718,1,2,73.96996796,73.96996796,73.96996796,73.96996796,695.6396155,695.6396155,695.6396155,695.6396155,0,0,1,0,1,FALSE,2,0,0,0,1,1,0,MISSING,NA,0,NA,1,0,NA,0,0,0,0,0,0,100,100,703.8948545
11035,1,1,38.94671028,38.94671028,38.94671028,38.94671028,275.3605233,275.3605233,275.3605233,275.3605233,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,250000,0,0,NA,0,0,0,0,0,1,25,25,NA
9102,2,2,30.49444571,39.57594437,39.57594437,35.03519504,173.9333485,282.9113324,282.9113324,228.4223405,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,GEICO,2,1,50000,1,0,NA,0,0,1,1,1,1,250,250,744.3612742
1548,1,1,55.11861112,55.11861112,55.11861112,55.11861112,469.4233334,469.4233334,469.4233334,469.4233334,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,OTHER,5,1,50000,1,1,NA,0,1,0,1,1,1,25,25,480.0289276
10166,1,1,54.71018646,54.71018646,54.71018646,54.71018646,464.5222375,464.5222375,464.5222375,464.5222375,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,25000,0,1,NA,1,0,0,1,1,1,100,100,NA
16355,1,3,19.43163115,19.43163115,19.43163115,19.43163115,41.17957376,41.17957376,41.17957376,41.17957376,0,1,0,0,1,FALSE,2,1,0,0,0,0,0,MISSING,NA,0,NA,1,0,NA,0,1,1,1,1,0,100,100,720.9214992
9768,1,1,59.5120322,59.5120322,59.5120322,59.5120322,522.1443864,522.1443864,522.1443864,522.1443864,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,250000,0,0,NA,0,1,0,0,1,1,25,25,790.8297451
1282,2,1,48.27174202,61.22356548,61.22356548,54.74765375,387.2609043,542.6827858,542.6827858,464.971845,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,NATIONWIDE,1,1,1.00E+05,1,1,NA,0,0,0,1,1,1,50,50,757.8572419
18017,2,2,36.14009143,77.99252829,77.99252829,57.06630986,241.6810972,743.9103394,743.9103394,492.7957183,0,1,1,2,0,TRUE,2,0,0.5,1,0,0,0,OTHER,5,1,25000,0,1,NA,0,2,0,1,1,1,25,25,512.015674
10400,2,2,25.69207713,50.22519595,50.22519595,37.95863654,116.3049256,410.7023514,410.7023514,263.5036385,0,1,1,1,1,TRUE,2,0,0,0,0,0,0,OTHER,5,1,25000,0,1,NA,0,1,0,2,2,1,250,250,744.3297755
14420,1,3,35.25689157,35.25689157,35.25689157,35.25689157,231.0826989,231.0826989,231.0826989,231.0826989,0,0,1,0,1,FALSE,2,1,0,0,0,0,0,PROGRESSIVE,0.5,1,25000,0,0,NA,0,1,1,1,0,0,25,25,625.6475245
